Statement,Link,Date
Orthodox believers celebrate Epiphany by taking icy dunks,https://www.tass.com/russia/1564273,"19 Jan, 06:34 "
"French reporter Bocquet applies for Russian citizenship to protect himself, his daughter",https://www.tass.com/world/1564271,"19 Jan, 04:47 "
Ukraine shells 274 munitions at settlements of DPR over day — mission to JCCC,https://www.tass.com/emergencies/1564267,"19 Jan, 04:21 "
Timing of appointment of Russia’s envoy to EU depends on readiness of Brussels — diplomat,https://www.tass.com/russia/1564265,"19 Jan, 04:17 "
Global Affairs Canada summons Russian envoy,https://www.tass.com/world/1564261,"19 Jan, 03:47 "
UK’s allegations of Russian subversive activities in Balkans absurd — ambassador to Serbia,https://www.tass.com/politics/1564259,"19 Jan, 03:32 "
LPR servicemen liberated on January 8 were subjected to torture — ombudsman,https://www.tass.com/russia/1564257,"19 Jan, 02:11 "
Ukrainian Orthodox Church’s request not to speak on its behalf made under Kiev’s pressure,https://www.tass.com/russia/1564251,"19 Jan, 01:34 "
Public statements about US' discrimination voiced in EU — Lavrov,https://www.tass.com/russia/1564239,"19 Jan, 00:41 "
Russia sees no obstacles for Pakistan Stream gas pipeline project — minister,https://www.tass.com/russia/1563653,"18 Jan, 10:10 "
Dollar grows to 69.3 rubles on Moscow Exchange,https://www.tass.com/economy/1563651,"18 Jan, 09:49 "
Cosmonauts looking forward to presents to be delivered by Progress MS-22,https://www.tass.com/science/1563649,"18 Jan, 09:41 "
"Russia urges UN to help release rights activist Berezhnaya, detained by Kiev",https://www.tass.com/russia/1563647,"18 Jan, 09:30 "
West will have to restore ties with Russia under certain conditions — Dutch premier,https://www.tass.com/world/1563645,"18 Jan, 08:59 "
"Contrary to Kiev’s claims, Ukrainian Orthodox Church not subordinate to Russia — diplomat",https://www.tass.com/politics/1563635,"18 Jan, 07:38 "
Envoy to UN takes aim at West for covering up Kiev regime’s abuses,https://www.tass.com/russia/1563633,"18 Jan, 07:36 "
Russia will not tolerate Ukraine becoming Russophobic dictatorship — envoy to UN,https://www.tass.com/politics/1563631,"18 Jan, 07:05 "
Kiev plotting new moves against Ukrainian Orthodox Church — Russian envoy to UN,https://www.tass.com/politics/1563627,"18 Jan, 06:27 "
"DPR shelled 21 times on Tuesday, two civilians killed",https://www.tass.com/russia/1563621,"18 Jan, 05:15 "
Russia’s Generalissimus Suvorov nuclear sub on its way to temporary base — sources,https://www.tass.com/military-defense/1563619,"18 Jan, 04:47 "
Russia hopes for Ukraine’s realistic approach for beginning of negotiations — diplomat,https://www.tass.com/politics/1563615,"18 Jan, 04:45 "
Russia’s UN envoy reiterates that Dnepropetrovsk missile was shot down by Ukraine,https://www.tass.com/russia/1563613,"18 Jan, 04:41 "
Chechen fighters storm and seize Ukrainian fortified post near Maryinka,https://www.tass.com/russia/1563611,"18 Jan, 04:30 "
Russian Church blasts deprivation of citizenship of Ukrainian clergy as mass repression,https://www.tass.com/russia/1563605,"18 Jan, 04:08 "
Many German companies try to continue working in Russia — ambassador,https://www.tass.com/russia/1563599,"18 Jan, 02:14 "
Over 20 NATO-standard artillery shells fired at DPR in past 4 hours,https://www.tass.com/emergencies/1563593,"18 Jan, 01:36 "
Kissinger calls for further dialogue with Russia for resolution of Ukrainian conflict,https://www.tass.com/world/1563591,"18 Jan, 01:34 "
"Number of DDoS attacks on Russia’s oil, gas sector to climb four-fold in 2023 — experts",https://www.tass.com/russia/1563585,"18 Jan, 01:30 "
Alexey Navalny’s health not in danger — human rights official,https://www.tass.com/russia/1563583,"18 Jan, 01:29 "
"Euro exchange rate down to 74 rubles on Moscow Exchange, dollar remains unchanged",https://www.tass.com/economy/1562561,"16 Jan, 10:07 "
Russian Air Defense Forces down a drone over harbor in Sevastopol — governor,https://www.tass.com/emergencies/1562547,"16 Jan, 05:51 "
Russian-Belarusian satellite to be launched in 2028 — Belarusian Academy of Sciences,https://www.tass.com/science/1562535,"16 Jan, 01:59 "
DPR suspects Ukraine may hit its own buildings with incoming Sea Sparrow missiles,https://www.tass.com/defense/1562381,"15 Jan, 10:27 "
"US sending light armored vehicles to Kiev as its stocks deplete, DPR says",https://www.tass.com/defense/1562379,"15 Jan, 09:57 "
Russian beauty misses out from top 16 in Miss Universe pageant in US,https://www.tass.com/society/1562377,"15 Jan, 09:25 "
DPR sees Kiev’s attempts to `resurrect’ howitzer squadron with US assistance,https://www.tass.com/defense/1562375,"15 Jan, 08:52 "
Russian UN mission skeptical Ukraine’s `peace summit’ would go beyond UNSC or UNGA meeting,https://www.tass.com/politics/1562373,"15 Jan, 08:21 "
"Covid to become more contagious with every new mutation, expert says",https://www.tass.com/society/1562371,"15 Jan, 08:06 "
Russia’s top brass warns of provocations by Kiev to obtain more weapons from West,https://www.tass.com/defense/1562365,"15 Jan, 06:24 "
"Ukraine sends mine layers to Kharkov Region for sabotage, Russian Defense Ministry says",https://www.tass.com/defense/1562363,"15 Jan, 06:08 "
Ukraine plotting false flag operation to discredit Russia under grain deal – top brass,https://www.tass.com/defense/1562361,"15 Jan, 06:06 "
Research institute set to switch over to Russian-made equipment for lunar mission,https://www.tass.com/science/1562353,"15 Jan, 05:13 "
Ombudswoman plans to report torture of Russian POWs to Investigative Committee chief,https://www.tass.com/society/1562351,"15 Jan, 04:39 "
Russian ball held in Rome to mark Rachmaninoff’s 150th anniversary,https://www.tass.com/society/1562349,"15 Jan, 04:26 "
Reviving dialogue between Russia and West still far off – Russian UN mission,https://www.tass.com/politics/1562347,"15 Jan, 04:15 "
Some Western countries ready to heed Russia’s security architecture proposals – spokesman,https://www.tass.com/world/1562345,"15 Jan, 03:01 "
Four civilians killed in Ukrainian strike on Pology in Zaporozhye Region — politician,https://www.tass.com/russia/1562329,"14 Jan, 23:20 "
Blast heard in Ukraine’s capital Kiev – media,https://www.tass.com/world/1562229,"14 Jan, 10:27 "
M982 Excalibur guided artillery shells are potentially most dangerous part of US aid – DPR,https://www.tass.com/defense/1562227,"14 Jan, 10:20 "
Ukraine estimates repairs of its infrastructure at over $127 bln – diplomat,https://www.tass.com/economy/1562225,"14 Jan, 10:02 "
Kiev starts getting heavy military equipment from allies – official,https://www.tass.com/world/1562223,"14 Jan, 09:51 "
DPR militia sees ‘nothing special’ in delivery of Stryker armored vehicles to Kiev,https://www.tass.com/defense/1562221,"14 Jan, 09:30 "
Kiev troops shelled DPR areas 27 times in past 24 hours,https://www.tass.com/emergencies/1562217,"14 Jan, 08:12 "
Russia’s Christmas ceasefire facilitated humanitarian aid deliveries – China’s envoy to UN,https://www.tass.com/world/1562215,"14 Jan, 08:11 "
China’s UN envoy urges to stop activities that put Zaporozhye NPP at risk,https://www.tass.com/world/1562213,"14 Jan, 08:10 "
More arms supplies to Ukraine may provoke larger confrontation – Chinese envoy to UN,https://www.tass.com/world/1562211,"14 Jan, 08:09 "
UN partners helped 1 million people in Russia’s new regions – official,https://www.tass.com/world/1562209,"14 Jan, 06:57 "
Destroying Ukraine’s statehood and identity not Russia’s goal – diplomat,https://www.tass.com/politics/1562207,"14 Jan, 06:55 "
Zelensky regime turned into authoritarian dictatorship – Russia’s UN envoy,https://www.tass.com/politics/1562205,"14 Jan, 06:53 "
Kiev makes no secret that ‘Ukrainian peace’ means Russia’s capitulation – diplomat,https://www.tass.com/politics/1562203,"14 Jan, 06:47 "
Russia’s UN envoy slams Kiev’s peace summit initiative as ‘shallow propagandist proposal’,https://www.tass.com/politics/1562201,"14 Jan, 05:30 "
Russian envoy describes West-initiated UNSC sessions on Ukraine as ‘hypocrisy fair’,https://www.tass.com/politics/1562199,"14 Jan, 05:13 "
Russia’s special operation will be over when its goals are achieved – envoy to UN,https://www.tass.com/politics/1562197,"14 Jan, 05:12 "
Kiev troops seem to be preparing to use chemical weapons against Russia – diplomats,https://www.tass.com/politics/1562195,"14 Jan, 04:44 "
LPR analyst expects more provocations by Kiev troops after Soledar defeat,https://www.tass.com/defense/1562193,"14 Jan, 04:42 "
Ukraine became NATO’s private military company – Russia’s UN envoy,https://www.tass.com/politics/1562191,"14 Jan, 04:40 "
UN Security Council to discuss situation around Ukrainian Orthodox Church on Jan. 17,https://www.tass.com/politics/1562189,"14 Jan, 04:35 "
Kiev’s draft resolution on ‘peace plan’ detached from reality – Russian envoy,https://www.tass.com/politics/1562187,"14 Jan, 04:31 "
"UN not involved in developing Ukrainian resolutions on ‘peace’, ‘tribunal’",https://www.tass.com/world/1562181,"14 Jan, 04:26 "
"Actor Artur Smolyaninov, musical critic Artemy Troitsky put on foreign agent register",https://www.tass.com/society/1562179,"14 Jan, 04:20 "
Over 100 people evacuated from Soledar to temporary shelter in Shakhtersk,https://www.tass.com/russia/1562161,"14 Jan, 01:45 "
"Dollar falls to 68.7 rubles, euro drops to 73.51 rubles on Moscow Exchange",https://www.tass.com/economy/1561261,"12 Jan, 09:51 "
Ukrainian attack leaves civilian wounded in Donetsk,https://www.tass.com/emergencies/1561241,"12 Jan, 06:50 "
Ukrainian hospitals overflowing with troops from Soledar — Russian special forces officer,https://www.tass.com/military-operation-in-ukraine/1561237,"12 Jan, 06:47 "
Ukrainian military shells DPR territory 18 times in past day,https://www.tass.com/emergencies/1561235,"12 Jan, 03:48 "
"Soyuz MS-23 crew to launch to ISS in fall 2023, Roscomsos official says",https://www.tass.com/russia/1561233,"12 Jan, 03:34 "
Civilian dies after Ukrainian shelling of Gorlovka — Mayor,https://www.tass.com/emergencies/1561231,"12 Jan, 03:20 "
Russian embassy in Geneva points at West’s double standards over Brazil unrest,https://www.tass.com/politics/1560565,"11 Jan, 10:25 "
Dollar grows to 69.91 rubles on Moscow Exchange,https://www.tass.com/economy/1560563,"11 Jan, 09:49 "
"Over 21,000 Chechen fighters take part in special operation — Kadyrov",https://www.tass.com/defense/1560555,"11 Jan, 09:20 "
Republika Srpska leader to hand over award to Putin in Moscow — ambassador,https://www.tass.com/world/1560551,"11 Jan, 08:43 "
Training of Ukrainians to use Patriots confirms US role in conflict — diplomat,https://www.tass.com/russia/1560543,"11 Jan, 08:01 "
"Russia, China may bring trade to $200-billion benchmark earlier than expected — diplomat",https://www.tass.com/economy/1560533,"11 Jan, 06:42 "
Russian rights commissioner discusses humanitarian aid with Ukrainian counterpart,https://www.tass.com/russia/1560527,"11 Jan, 04:54 "
Number of people injured in shelling attack on western Russia’s Shebekino rises to 6,https://www.tass.com/emergencies/1560523,"11 Jan, 04:46 "
At least ten shelling attacks reported in DPR in past 24 hours,https://www.tass.com/russia/1560521,"11 Jan, 04:44 "
"Russia, China ready to restore mutual travel as soon as possible",https://www.tass.com/world/1560515,"11 Jan, 03:55 "
Wagner company takes entire city of Soledar under control — chief,https://www.tass.com/politics/1560519,"11 Jan, 03:37 "
Central Soledar already controlled by DPR — DPR head,https://www.tass.com/politics/1560507,"11 Jan, 03:34 "
US was turning Ukraine into base for strikes on Russia — former US military adviser,https://www.tass.com/world/1560505,"11 Jan, 03:30 "
DPR head says Russian forces fully took initiative from enemy in Donbass,https://www.tass.com/russia/1560503,"11 Jan, 02:11 "
Baku looking at US and Russia as possible venues for talks with Armenia — president,https://www.tass.com/world/1560501,"11 Jan, 02:05 "
Russia expects denial of reports of some activities by Kazakh diplomats in Ukraine — MFA,https://www.tass.com/russia/1560497,"11 Jan, 01:55 "
Dollar rate down to 69.99 rubles as Moscow Exchange trading opens,https://www.tass.com/russia/1560013,"10 Jan, 10:04 "
"Real life forces Tokyo to compromise and cooperate with Russia, says senior diplomat",https://www.tass.com/politics/1560003,"10 Jan, 06:40 "
"Russia-Asia cooperation is 'political nightmare' for West, says senior diplomat",https://www.tass.com/politics/1559999,"10 Jan, 05:00 "
Ukraine shelled DPR settlements 13 times over 24 hours,https://www.tass.com/russia/1559991,"10 Jan, 03:17 "
"West supplies Ukraine with expired weapons, says country’s envoy to London",https://www.tass.com/politics/1559989,"10 Jan, 03:14 "
Second Russia-Africa summit and economic forum to be held on July 26-29,https://www.tass.com/economy/1559983,"10 Jan, 02:11 "
Kiev ready to sacrifice own citizens to let West settle score with Russia — DPR official,https://www.tass.com/politics/1559981,"10 Jan, 02:07 "
"Concurrent infection with flu, COVID more typical in patients with weak immunity — expert",https://www.tass.com/russia/1559979,"10 Jan, 01:59 "
"West pandering to aggravation in Kosovo, Ukraine — Russian ambassador",https://www.tass.com/politics/1559977,"10 Jan, 01:33 "
"Dollar rate rises to 72.19 rubles, yuan rate up to 10.47 rubles as trading opens on Monday",https://www.tass.com/economy/1559581,"9 Jan, 10:21 "
Ukraine shelled DPR 30 times over past day,https://www.tass.com/emergencies/1559569,"9 Jan, 07:33 "
Russian banks to earn up to $20 bln in 2023,https://www.tass.com/economy/1559551,"9 Jan, 07:28 "
"Fifty Russian servicemen returned from Ukrainian captivity, says defense ministry",https://www.tass.com/defense/1559541,"9 Jan, 01:20 "
Russian ministry says Ukrainian military continued shelling positions during ceasefire,https://www.tass.com/defense/1559539,"9 Jan, 01:18 "
